content;tokens;tokens_ready;text;polarity;sentiment
@bodohbangetlu @WarsoNo58327911 @msaid_didu emang situ tau apa itu RON? 🤣 RON Premium Pertamina 88, harusnya bisa jual dong di bawah harga RON 89 Vivo.  Tapi mana barangnya? Hilang dari pasaran, khususnya di kota-kota.;['situ', 'tau', 'ron', 'ron', 'premium', 'jual', 'harga', 'ron', 'barangnya', 'hilang', 'pasaran', 'kota', 'kota'];['situ', 'tau', 'ron', 'ron', 'premium', 'jual', 'harga', 'ron', 'barang', 'hilang', 'pasar', 'kota', 'kota'];situ tau ron ron premium jual harga ron barang hilang pasar kota kota;3;1
@Koplak58578054 @RadioElshinta Bukan provokasi ini namanya..  Pertamina introspeksi lah...  Tidak mudah emang mengelola BUMN Dari mana kita bisa berdiri pada kaki sendiri jika kita individu bangsa tidak berani jujur ikhlas dan semangat juang untuk bgs n negra Di ukur pada diri kita sendiri Sejauh n sedom mana.;['provokasi', 'namanya', 'introspeksi', 'mudah', 'mengelola', 'bumn', 'berdiri', 'kaki', 'individu', 'bangsa', 'berani', 'jujur', 'ikhlas', 'semangat', 'juang', 'bgs', 'negra', 'ukur', 'sedom'];['provokasi', 'nama', 'introspeksi', 'mudah', 'kelola', 'bumn', 'kaki', 'individu', 'bangsa', 'berani', 'jujur', 'ikhlas', 'semangat', 'juang', 'bgs', 'negra', 'ukur', 'dom'];provokasi nama introspeksi mudah kelola bumn kaki individu bangsa berani jujur ikhlas semangat juang bgs negra ukur dom;23;1
"Utk hemat BBM impor baiknya MenBUMN tugasi PTPN Sawit &amp; Tebu utk produksi Biodiesel &amp; Bioetanol se-banyak2nya sbg bauran B30 di semua SPBU Pertamina. Kita tdk mungkin terus2an tergantung kpd BBM impor yg mahal, hrs ada upaya tingkatkan B30 menjadi B40-B50 dst. BUMN hrs sinergis. https://t.co/4zOIpzsMqf";['hemat', 'bbm', 'impor', 'baiknya', 'menbumn', 'tugasi', 'ptpn', 'sawit', 'tebu', 'produksi', 'biodiesel', 'bioetanol', 'nya', 'bauran', 'spbu', 'tergantung', 'bbm', 'impor', 'mahal', 'upaya', 'tingkatkan', 'dst', 'bumn', 'sinergis'];['hemat', 'bbm', 'impor', 'menbumn', 'tugas', 'ptpn', 'sawit', 'tebu', 'produksi', 'biodiesel', 'bioetanol', 'nya', 'baur', 'spbu', 'gantung', 'bbm', 'impor', 'mahal', 'upaya', 'tingkat', 'dst', 'bumn', 'sinergis'];hemat bbm impor menbumn tugas ptpn sawit tebu produksi biodiesel bioetanol nya baur spbu gantung bbm impor mahal upaya tingkat dst bumn sinergis;3;1
Sayang di jogja cuman ada spbu pertamina https://t.co/9AyZZ3alGG;['sayang', 'jogja', 'cuman', 'spbu'];['sayang', 'jogja', 'cuman', 'spbu'];sayang jogja cuman spbu;3;1
andai kota-kota lain punya banyak spbu ga hanya di monopoli pertamina, ada vivo mungkin kek di jakarta gitu hufffff;['andai', 'kota', 'kota', 'spbu', 'monopoli', 'jakarta', 'gitu', 'hufffff'];['andai', 'kota', 'kota', 'spbu', 'monopoli', 'jakarta', 'gitu', 'hufffff'];andai kota kota spbu monopoli jakarta gitu hufffff;3;1
@fullmoonfolks Sy rasa lebih baik di save dlm Pertamina individual saja. Jangan ada kerjasama kembali terkait data konsumen. Kebocoran data lagi marak2 nya terjadi. Hal ini sangat merugikan masyarakat.;['save', 'dlm', 'individual', 'kerjasama', 'terkait', 'data', 'konsumen', 'kebocoran', 'data', 'marak', 'nya', 'merugikan', 'masyarakat'];['save', 'dlm', 'individual', 'kerjasama', 'kait', 'data', 'konsumen', 'bocor', 'data', 'marak', 'nya', 'rugi', 'masyarakat'];save dlm individual kerjasama kait data konsumen bocor data marak nya rugi masyarakat;-7;0
@CNNIndonesia @desianwar @TRANS7 @pertamina @gibran_tweet saya suka berteman kalau ingin menjadikan saya musuh saya juga sangat senang. Kalau saya berkelahi dengan anda 1 lawan 1 pasti menang saya telak. Percayalah.;['suka', 'berteman', 'menjadikan', 'musuh', 'senang', 'berkelahi', 'lawan', 'menang', 'telak', 'percayalah'];['suka', 'teman', 'musuh', 'senang', 'kelah', 'lawan', 'menang', 'telak', 'percaya'];suka teman musuh senang kelah lawan menang telak percaya;8;1
Yg tinggal di kota besar punya pilihan yg di kota kota kecil tetep masih di monopoli sama pertamina https://t.co/2A5CNXkdbH;['tinggal', 'kota', 'pilihan', 'kota', 'kota', 'monopoli'];['tinggal', 'kota', 'pilih', 'kota', 'kota', 'monopoli'];tinggal kota pilih kota kota monopoli;-1;0
@ZoneVenomWar Pendapat ini menarik... Dengan bahan Baku yg sama, Mengapa swasta bisa menjual harga sama, atau lebih murah dari Pertamina?  https://t.co/mSg3dAyi1z;['pendapat', 'menarik', 'bahan', 'baku', 'swasta', 'menjual', 'harga', 'murah'];['tarik', 'bahan', 'baku', 'swasta', 'jual', 'harga', 'murah'];tarik bahan baku swasta jual harga murah;7;1
@dika_sumendraa Nah ini nihh rere paham soal ini,  blm bisa bedain mana yg milik ori Pertamina sama yg mitra;['nihh', 'rere', 'paham', 'beda', 'milik', 'ori', 'mitra'];['nihh', 'rere', 'paham', 'beda', 'milik', 'ori', 'mitra'];nihh rere paham beda milik ori mitra;-2;0
Solutif kalau mau balas Pertamina https://t.co/YafFnZlids;['solutif', 'balas'];['solutif', 'balas'];solutif balas;1;1
Jokodok, para koruptor JIWASRAYA, ASABRI, GARUDA, PERTAMINA, PLN apa pelakunya SUDAH kau MISKINKAN? Harta jarahan mrka bisa kau buat utk subsidi rakyat. Hnya di negara ini pelaku koruptor memilik SEL TAHANAN sekelas HOTEL. Dmn psosi mu JOKODOK? https://t.co/u41evewgWz;['jokodok', 'koruptor', 'jiwasraya', 'asabri', 'garuda', 'pln', 'pelakunya', 'miskinkan', 'harta', 'jarahan', 'mrka', 'subsidi', 'rakyat', 'negara', 'pelaku', 'koruptor', 'memilik', 'sel', 'tahanan', 'sekelas', 'hotel', 'dimana', 'psosi', 'jokodok'];['jokodok', 'koruptor', 'jiwasraya', 'asabri', 'garuda', 'pln', 'laku', 'miskin', 'harta', 'jarah', 'mrka', 'subsidi', 'rakyat', 'negara', 'laku', 'koruptor', 'milik', 'sel', 'tahan', 'kelas', 'hotel', 'psosi', 'jokodok'];jokodok koruptor jiwasraya asabri garuda pln laku miskin harta jarah mrka subsidi rakyat negara laku koruptor milik sel tahan kelas hotel psosi jokodok;-9;0
@sherere_sw 🤷😅 privasi, Jelasnya Kan gak semua spbu dimilikin dan dikelola sama pertamina,;['privasi', 'spbu', 'milik', 'dikelola'];['privasi', 'spbu', 'milik', 'kelola'];privasi spbu milik kelola;1;1
Cobalah ini di hitung balik, Dgn RON yg sama, brp % sebenarnya subisidi (yg di klaim) Pertamina ? https://t.co/KwT5FrRPNo;['cobalah', 'hitung', 'ron', 'subisidi', 'klaim'];['coba', 'hitung', 'ron', 'subisidi', 'klaim'];coba hitung ron subisidi klaim;3;1
@rezzahabibie potret sahabat pertamina;['potret', 'sahabat'];['potret', 'sahabat'];potret sahabat;4;1
Jaga Pasokan dan Ketersediaan BBM, Erick Thohir Minta Pertamina Siaga Penuh https://t.co/S5ZuAmyd8M https://t.co/tVy7btJAe6;['jaga', 'pasokan', 'ketersediaan', 'bbm', 'erick', 'thohir', 'siaga', 'penuh'];['jaga', 'pasok', 'sedia', 'bbm', 'erick', 'thohir', 'siaga', 'penuh'];jaga pasok sedia bbm erick thohir siaga penuh;4;1
@tvOneNews @TRANS7 2 orang yang tidak pernah terberi al fatihah dari saya @jokowi dan @ratnadumila saya bersumpah dan bersujud demi nama Allah dan alam semesta @nahdlatululama @pertamina @gibran_tweet saya suka berteman kalau ingin menjadikan saya musuh saya juga senang.;['orang', 'terberi', 'fatihah', 'bersumpah', 'bersujud', 'nama', 'allah', 'alam', 'semesta', 'suka', 'berteman', 'menjadikan', 'musuh', 'senang'];['orang', 'fatihah', 'sumpah', 'sujud', 'nama', 'allah', 'alam', 'semesta', 'suka', 'teman', 'musuh', 'senang'];orang fatihah sumpah sujud nama allah alam semesta suka teman musuh senang;14;1
@dika_sumendraa Liat bedanya dari mana? Kan sama sama dari Pertamina?;['liat', 'bedanya'];['liat', 'beda'];liat beda;0;1
@RadioElshinta Semoga ada SPBU saingannya pertamina di seluruh Indonesia. Khususnya disetiap Ibukota provinsi..;['semoga', 'spbu', 'saingannya', 'indonesia', 'disetiap', 'ibukota', 'provinsi'];['moga', 'spbu', 'saing', 'indonesia', 'ibukota', 'provinsi'];moga spbu saing indonesia ibukota provinsi;1;1
@sherere_sw Beda takaran sama pengelola, swasta/pertamina;['beda', 'takaran', 'pengelola', 'swasta'];['beda', 'takar', 'kelola', 'swasta'];beda takar kelola swasta;1;1
@RunIvor Namanya bentar lg pemilu.  Ya harus ngumpulin data banyak banyak dong.  Belum lg tu my pertamina, alibi doang. Yg disalahin selalu sms penipuan dll. Pdhl politiknya dsna main. Sekuat kuatnya milih pemimpin. Yg naik juga pasti yang udah didikte. Liat aja 😂;['namanya', 'bentar', 'pemilu', 'kumpul', 'data', 'alibi', 'salah', 'sms', 'penipuan', 'dll', 'politiknya', 'dsna', 'main', 'sekuat', 'kuatnya', 'milih', 'pemerintah', 'didikte', 'liat'];['nama', 'bentar', 'milu', 'kumpul', 'data', 'alibi', 'salah', 'sms', 'tipu', 'dll', 'politik', 'dsna', 'main', 'kuat', 'kuat', 'milih', 'perintah', 'dikte', 'liat'];nama bentar milu kumpul data alibi salah sms tipu dll politik dsna main kuat kuat milih perintah dikte liat;1;1
Kayaknya salah langkah deh kalo pemerintah ilangin subsidi bbm, mana sekarang pertamina uda gabisa monopoli harga bbm, pasti kalah sama perusahaan sebelah sih.;['kayaknya', 'salah', 'langkah', 'deh', 'pemerintah', 'hilang', 'subsidi', 'bbm', 'gabisa', 'monopoli', 'harga', 'bbm', 'kalah', 'perusahaan', 'sebelah', 'sih'];['kayak', 'salah', 'langkah', 'deh', 'perintah', 'hilang', 'subsidi', 'bbm', 'gabisa', 'monopoli', 'harga', 'bbm', 'kalah', 'usaha', 'belah', 'sih'];kayak salah langkah deh perintah hilang subsidi bbm gabisa monopoli harga bbm kalah usaha belah sih;-5;0
pa @erickthohir BBM NAIK 31% ,gaji naik maksimal 8% pun udh bagus..ga imbang pak!!.lalu bagaimana buat mereka yg bukan pekerja, umkm kecil, pedagang, korban phk dll..  benahi lagi pertamina yg merupakan amanah bapak! Yg nantinya akan ditanya di yaumil akhir https://t.co/SOw9EOAbE7 https://t.co/DKFG5KXnR9;['bbm', 'gaji', 'maksimal', 'bagus', 'imbang', 'pekerja', 'umkm', 'pedagang', 'korban', 'phk', 'dll', 'benahi', 'amanah', 'yaumil'];['bbm', 'gaji', 'maksimal', 'bagus', 'imbang', 'kerja', 'umkm', 'dagang', 'korban', 'phk', 'dll', 'benah', 'amanah', 'yaumil'];bbm gaji maksimal bagus imbang kerja umkm dagang korban phk dll benah amanah yaumil;10;1
Semenjak bbm pertamina pada naik sekarang pda antri ke vivo;['semenjak', 'bbm', 'antri'];['semenjak', 'bbm', 'antri'];semenjak bbm antri;0;1
@YandaOloy @NarasiNewsroom @pertamina Wkwksk;['wkwksk'];['wkwksk'];wkwksk;0;1
gw mau pindah ke shell aja. elu gak jelas soalnya @pertamina;['pindah', 'shell'];['pindah', 'shell'];pindah shell;1;1
@detikcom Jujur @TRANS7 saya tidak pernah suka dengan indah CT sejak lama @CNNIndonesia @pertamina @jokowi PLONGA plongo. https://t.co/CAMtESN83g;['jujur', 'suka', 'indah', 'plonga', 'plongo'];['jujur', 'suka', 'indah', 'plonga', 'plongo'];jujur suka indah plonga plongo;10;1
@udhinjogja @jokowi @pertamina 🤣🤣🤣🤣 di larang naik apa mas...yg jelas dong🤪🤪;['larang', 'mas'];['larang', 'mas'];larang mas;-3;0
Jangankan vivo atau bp, laki gue aja langsung nyari shell saking malesnya ama pertamina;['laki', 'langsung', 'nyari', 'shell', 'saking', 'malesnya'];['laki', 'langsung', 'nyari', 'shell', 'saking', 'malesnya'];laki langsung nyari shell saking malesnya;1;1
Aplikasi lo sampah woy! @pertamina My Pertamina. Bug dimana-mana. Data dari minggu lalu belum terverifikasi juga. Kalo developer lo engga sanggup ngedevelop, beneran deh engga usah maksa!;['aplikasi', 'sampah', 'woy', 'bug', 'dimana', 'data', 'minggu', 'terverifikasi', 'developer', 'sanggup', 'ngedevelop', 'beneran', 'deh', 'maksa'];['aplikasi', 'sampah', 'woy', 'bug', 'data', 'minggu', 'verifikasi', 'developer', 'sanggup', 'ngedevelop', 'beneran', 'deh', 'maksa'];aplikasi sampah woy bug data minggu verifikasi developer sanggup ngedevelop beneran deh maksa;-11;0
@F_DarkBlue @syzuhri @masealf @RadioElshinta gak us terlalu berharap besar bray, inget pertamina itu BUMN, tw monopoli indihome dengan provider lain gk ? klo gak tw, coba search dlu. monopoli ny kyk gmn.;['berharap', 'bray', 'inget', 'bumn', 'monopoli', 'indihome', 'provider', 'coba', 'search', 'dlu', 'monopoli', 'kayak', 'gmn'];['harap', 'bray', 'inget', 'bumn', 'monopoli', 'indihome', 'provider', 'coba', 'search', 'dlu', 'monopoli', 'kayak', 'gmn'];harap bray inget bumn monopoli indihome provider coba search dlu monopoli kayak gmn;8;1
pgn ikutan share mim Pertamina sama pemerintah, tapi gawean ikut vendor mereka 🙃;['pgn', 'ikutan', 'share', 'meme', 'pemerintah', 'gawean', 'vendor'];['pgn', 'share', 'meme', 'perintah', 'gawean', 'vendor'];pgn share meme perintah gawean vendor;0;1
Fungsi Pertamina...apa;['fungsi'];['fungsi'];fungsi;0;1
@alvinlie21 Ron 90 dihajar Vivo, Ron 92 beda tipis sama shell, pertamina oh pertamina;['ron', 'dihajar', 'ron', 'beda', 'tipis', 'shell'];['ron', 'hajar', 'ron', 'beda', 'tipis', 'shell'];ron hajar ron beda tipis shell;-7;0
@Akun___Receh @kemenkeu @jokowi @pertamina @basuki_btp Sebenarnya saya lebih setuju dengan penggunaan my Pertamina, lebih tepat sasaran dan bisa mendata seluruh kebutuhan BBM secara nasional.;['setuju', 'penggunaan', 'sasaran', 'mendata', 'kebutuhan', 'bbm', 'nasional'];['tuju', 'sasar', 'data', 'butuh', 'bbm', 'nasional'];tuju sasar data butuh bbm nasional;-5;0
@anakny_kuntring @piloteva_01 @syzuhri @ZIjakijik @RadioElshinta Pertamina pas harga minyam global turun mereka stay di harga yg sama ga naik, pas giliran harga minyak naik malah ikutan naik. Hiksssss;['pas', 'harga', 'minyam', 'global', 'turun', 'stay', 'harga', 'pas', 'giliran', 'harga', 'minyak', 'ikutan', 'hiksssss'];['pas', 'harga', 'minyam', 'global', 'turun', 'stay', 'harga', 'pas', 'gilir', 'harga', 'minyak', 'hiksssss'];pas harga minyam global turun stay harga pas gilir harga minyak hiksssss;16;1
Banyak SPBU di Sragen Diduga Nakal dan Tak Jujur, Pertamina Bakal Cek ke Lapangan. Masyarakat Diminta Lapor ke Call Center 135 https://t.co/VUF9FGCs34;['spbu', 'sragen', 'diduga', 'nakal', 'jujur', 'cek', 'lapangan', 'masyarakat', 'lapor', 'call', 'center'];['spbu', 'sragen', 'duga', 'nakal', 'jujur', 'cek', 'lapang', 'masyarakat', 'lapor', 'call', 'center'];spbu sragen duga nakal jujur cek lapang masyarakat lapor call center;3;1
@tanyakanrl Wl kita sma d no 2 nder. Bedanya kamu pengen kerja d Pertamina. Klo aku pengen punya SPBU. 🤣;['sma', 'nder', 'bedanya', 'kerja', 'spbu'];['sma', 'nder', 'beda', 'kerja', 'spbu'];sma nder beda kerja spbu;0;1
@erickthohir @pertamina cangkeman;['cangkeman'];['cangkeman'];cangkeman;0;1
@tjapoenglaut @CNNIndonesia Tambah kencengin ikat pinggang lagi. Makan masih mampu tapi hidup itu bukan hanya makan tok. Kalau hidup sendiri aja boleh, ini ada anak, sekolahnya itu. Mana di sini bensin kebanyakan yg di kios, Pertamina sering habis, tambah banyak pengeluaran.;['kencang', 'ikat', 'pinggang', 'makan', 'hidup', 'makan', 'tok', 'hidup', 'anak', 'sekolahnya', 'bensin', 'kebanyakan', 'kios', 'habis', 'pengeluaran'];['kencang', 'ikat', 'pinggang', 'makan', 'hidup', 'makan', 'tok', 'hidup', 'anak', 'sekolah', 'bensin', 'kios', 'habis'];kencang ikat pinggang makan hidup makan tok hidup anak sekolah bensin kios habis;16;1
@RadioElshinta Jaringan vivo emang se-Indonesia ya? Palingan kota besar aja.. gak usah khawatir pertamina blum akan bangkrut dalam bbrp waktu dekat..;['jaringan', 'indonesia', 'palingan', 'kota', 'khawatir', 'blum', 'bangkrut'];['jaring', 'indonesia', 'kota', 'khawatir', 'blum', 'bangkrut'];jaring indonesia kota khawatir blum bangkrut;-2;0
@Tan_Mar3M Enggak smua BBM naek  Pertamax turbo, pertamina dex dan dexlite bahkan turun harga;['smua', 'bbm', 'pertamax', 'turbo', 'dex', 'dexlite', 'turun', 'harga'];['smua', 'bbm', 'pertamax', 'turbo', 'dex', 'dexlite', 'turun', 'harga'];smua bbm pertamax turbo dex dexlite turun harga;4;1
@RadioElshinta 10rb/liter bukan harga keekonomian pertalite. Makin sedikit yg beli pertalite, makin gede saving untuk subsidi bbm Sekalian koreksi. Yg naikin harga bukan Pertamina yahhh 😊;['liter', 'harga', 'keekonomian', 'pertalite', 'beli', 'pertalite', 'saving', 'subsidi', 'bbm', 'koreksi', 'harga', 'yahhh'];['liter', 'harga', 'ekonomi', 'pertalite', 'beli', 'pertalite', 'saving', 'subsidi', 'bbm', 'koreksi', 'harga', 'yahhh'];liter harga ekonomi pertalite beli pertalite saving subsidi bbm koreksi harga yahhh;5;1
@Jphms @Megatop99 @jokowi @pertamina @ogud_belitong Lah,,,katanya bbm satu harga sampe ke Papua... Baru di belitung doang dah beda gimana papua???;['bbm', 'harga', 'papua', 'belitung', 'beda', 'gimana', 'papua'];['bbm', 'harga', 'papua', 'belitung', 'beda', 'gimana', 'papua'];bbm harga papua belitung beda gimana papua;1;1
@galuh_bambang @LuqmanBeeNKRI Ya sekarang belinya di Pertamina mikir;['belinya', 'mikir'];['beli', 'mikir'];beli mikir;4;1
Yg jelas itu biar pertamina punya kompetitor di sektor ini, paling tidak jika sama sama memonopoli kantung nya jd lebih dr satu, dan biarkan pasar bisa bebas memilih. https://t.co/8KtLBbQFdC;['biar', 'kompetitor', 'sektor', 'memonopoli', 'kantung', 'nya', 'biarkan', 'pasar', 'bebas', 'memilih'];['biar', 'kompetitor', 'sektor', 'monopoli', 'kantung', 'nya', 'biar', 'pasar', 'bebas', 'pilih'];biar kompetitor sektor monopoli kantung nya biar pasar bebas pilih;-1;0
Walac baru tau ada merk BBM lain kirain cuma Pertamina ajo https://t.co/ONm1oj99wI;['owalah', 'tau', 'merk', 'bbm'];['owalah', 'tau', 'merk', 'bbm'];owalah tau merk bbm;-4;0
@RadioElshinta Belum, aturannya harga BBM di perusahaan swasta tidak boleh lebih murah dri pertamina. Sama kaya pas awal pertamax naik, tapi di shell harganya masih belum naik;['aturannya', 'harga', 'bbm', 'perusahaan', 'swasta', 'murah', 'dri', 'kaya', 'pas', 'pertamax', 'shell', 'harganya'];['atur', 'harga', 'bbm', 'usaha', 'swasta', 'murah', 'dri', 'kaya', 'pas', 'pertamax', 'shell', 'harga'];atur harga bbm usaha swasta murah dri kaya pas pertamax shell harga;19;1
@RadioElshinta apakah ke depan nanti ada penyesuaian  harga swasta harus lebih mahal dr plat merah .bisa2 bangkrut dong pertamina klo gini ! ralat klo sy salah;['penyesuaian', 'harga', 'swasta', 'mahal', 'plat', 'merah', 'bangkrut', 'ralat', 'salah'];['sesuai', 'harga', 'swasta', 'mahal', 'plat', 'merah', 'bangkrut', 'ralat', 'salah'];sesuai harga swasta mahal plat merah bangkrut ralat salah;2;1
@_maharani42 Dimulai dari nol ya #pertamina #bensin #naik #menjerit #wadidaw #mehong;['nol', 'bensin', 'menjerit', 'wadidaw', 'mehong'];['nol', 'bensin', 'jerit', 'wadidaw', 'mehong'];nol bensin jerit wadidaw mehong;-6;0
@OposisiCerdas Woiii Wi @jokowi, kau buat saja aturan bersama dengan Pertamina dan Menteri BUMN supaya Seluruh SPBU diIndonesia baik Milik Pertamina ataupun swasta WAJIB Melarang Mobil Pribadi menggunakan pertalite dan Solar! Jangan malah kau Naikan! Karna pengguna motor kena imbasnya juga !!!!;['woiii', 'aturan', 'menteri', 'bumn', 'spbu', 'diindonesia', 'milik', 'swasta', 'wajib', 'melarang', 'mobil', 'pribadi', 'pertalite', 'solar', 'naikan', 'pengguna', 'motor', 'kena', 'imbasnya'];['woiii', 'atur', 'menteri', 'bumn', 'spbu', 'indonesia', 'milik', 'swasta', 'wajib', 'larang', 'mobil', 'pribadi', 'pertalite', 'solar', 'motor', 'kena', 'imbas'];woiii atur menteri bumn spbu indonesia milik swasta wajib larang mobil pribadi pertalite solar motor kena imbas;-6;0
@pertamina Setahu saya varian Pertamax itu termasuk golongan BBK (Bahan Bakar Khusus) yang notabenya tidak disubsidi, kok Pertamax 92 ikutan naik. #TolakKenaikanBBM  #BBMNaik_RakyatMenjerit  #BBMNaikJokowiTurun;['setahu', 'varian', 'pertamax', 'golongan', 'bbm', 'bahan', 'bakar', 'khusus', 'notabenya', 'disubsidi', 'pertamax', 'ikutan', 'tolakkenaikanbbm', 'bbmnaik_rakyatmenjerit', 'bbmnaikjokowiturun'];['varian', 'pertamax', 'golong', 'bbm', 'bahan', 'bakar', 'khusus', 'notabenya', 'subsidi', 'pertamax', 'tolakkenaikanbbm', 'bbmnaik rakyatmenjerit', 'bbmnaikjokowiturun'];varian pertamax golong bbm bahan bakar khusus notabenya subsidi pertamax tolakkenaikanbbm bbmnaik rakyatmenjerit bbmnaikjokowiturun;-1;0
@Ibnxine @KPK_RI Udah tau sipit matanya jjo kalau liat duit.. eh.. Pertamina malah di kasih ke sisipit.. pasti hancur...;['tau', 'sipit', 'matanya', 'jjo', 'liat', 'duit', 'kasih', 'sisipit', 'hancur'];['tau', 'sipit', 'mata', 'jjo', 'liat', 'duit', 'kasih', 'sisipit', 'hancur'];tau sipit mata jjo liat duit kasih sisipit hancur;-2;0
@RadioElshinta Kira2 bakal naik juga ga ya vivo 89 ini. Dlu2 sempet denger harga2 bensin merk2 (shell vivo dll) gaboleh ada yg lebih murah dari harga2 bensin yg dijual pertamina;['dlu', 'sempet', 'denger', 'harga', 'bensin', 'merk', 'shell', 'dll', 'gaboleh', 'murah', 'harga', 'bensin', 'dijual'];['dlu', 'sempet', 'denger', 'harga', 'bensin', 'merk', 'shell', 'dll', 'gaboleh', 'murah', 'harga', 'bensin', 'jual'];dlu sempet denger harga bensin merk shell dll gaboleh murah harga bensin jual;3;1
yah harga pertamina naik ya, nanti harga ojol naik ga ya🥲;['yah', 'harga', 'harga', 'ojol'];['yah', 'harga', 'harga', 'ojol'];yah harga harga ojol;6;1
@Megatop99 @jokowi @pertamina Dinilai BBM doank maszzehh, harga bahan pokok to maszeehhh po yo gk ikut naikk, OJO DIBANDING2KE dgn harga minyak wangi,, makan gk sama bensin 🤣;['dinilai', 'bbm', 'doank', 'maszzehh', 'harga', 'bahan', 'pokok', 'maszeehhh', 'naikk', 'ojo', 'dibanding', 'harga', 'minyak', 'wangi', 'makan', 'bensin'];['nilai', 'bbm', 'doank', 'maszzehh', 'harga', 'bahan', 'pokok', 'maszeehhh', 'naikk', 'ojo', 'banding', 'harga', 'minyak', 'wangi', 'makan', 'bensin'];nilai bbm doank maszzehh harga bahan pokok maszeehhh naikk ojo banding harga minyak wangi makan bensin;19;1
@SmgMenfess2 Ga ngerti nder, rotoroto pertamina Nek ndek gringsing batang ono AKRA mung uadoh;['paham', 'nder', 'rotoroto', 'nek', 'ndek', 'gringsing', 'batang', 'ono', 'akrab', 'mung', 'uadoh'];['paham', 'nder', 'rotoroto', 'nek', 'ndek', 'gringsing', 'batang', 'ono', 'akrab', 'mung', 'uadoh'];paham nder rotoroto nek ndek gringsing batang ono akrab mung uadoh;-1;0
@pertamina bentar lagi pertamina dijual krn rugi mulu;['bentar', 'dijual', 'rugi', 'mulu'];['bentar', 'jual', 'rugi', 'mulu'];bentar jual rugi mulu;-2;0
2024 Lebih Baik ⁉️#JokowiMundurAtauRevolusi #pertamina;['jokowimundurataurevolusi'];['jokowimundurataurevolusi'];jokowimundurataurevolusi;0;1
@erickthohir @pertamina Yng kyak gini boz... biar ga maling subsidi... gmna caranya...? https://t.co/UctooD99hS;['yng', 'kyak', 'boz', 'biar', 'maling', 'subsidi', 'gmna'];['yng', 'kyak', 'boz', 'biar', 'maling', 'subsidi', 'gmna'];yng kyak boz biar maling subsidi gmna;1;1
Merpati tak pernah ingkar janji. Sebab ia tak pernah berjanji. Jokowi? Megawati? #JokowiMundurAtauRevolusi #pertamina https://t.co/Oxpz1R5LwC;['merpati', 'ingkar', 'janji', 'berjanji', 'jokowi', 'megawati', 'jokowimundurataurevolusi'];['merpati', 'ingkar', 'janji', 'janji', 'jokowi', 'megawati', 'jokowimundurataurevolusi'];merpati ingkar janji janji jokowi megawati jokowimundurataurevolusi;-4;0
Keep Spirit #Polri Berantas Big Mouse Di Indonesia Malming Taki Tiffany V IS COMING Demo Bensin Pertamina Milner Pembohong Kepa Tuchel Nunez #AllegriOut #MilanInter #BigMouthEp12 #BandungInLove https://t.co/j3nTR8WFa0;['keep', 'spirit', 'polri', 'berantas', 'big', 'mouse', 'indonesia', 'malming', 'taki', 'tiffany', 'coming', 'demo', 'bensin', 'milner', 'pembohong', 'kepa', 'tuchel', 'nunez', 'allegriout', 'milaninter', 'bigmouthep', 'bandunginlove'];['keep', 'spirit', 'polri', 'berantas', 'big', 'mouse', 'indonesia', 'malming', 'taki', 'tiffany', 'coming', 'demo', 'bensin', 'milner', 'bohong', 'kepa', 'tuchel', 'nunez', 'allegriout', 'milaninter', 'bigmouthep', 'bandunginlove'];keep spirit polri berantas big mouse indonesia malming taki tiffany coming demo bensin milner bohong kepa tuchel nunez allegriout milaninter bigmouthep bandunginlove;-8;0
@erickthohir @pertamina gausah jauh jauh 2060... tau masoh hidup atau sdah mati... yang hri ini BBM.. naik... apa pemerintah harus selalu mengalah.. dri kasus migor.. skrng BBM.  coba di buat model/atau chip.. yang bisa mendetek si mobil mewah untuk tidak isi BBM ilegal... cba buktikan..;['gausah', 'tau', 'masoh', 'hidup', 'sdah', 'mati', 'hri', 'bbm', 'pemerintah', 'mengalah', 'dri', 'migor', 'bbm', 'coba', 'model', 'chip', 'mendetek', 'mobil', 'mewah', 'isi', 'bbm', 'ilegal', 'cba', 'buktikan'];['gausah', 'tau', 'masoh', 'hidup', 'sdah', 'mati', 'hri', 'bbm', 'perintah', 'kalah', 'dri', 'migor', 'bbm', 'coba', 'model', 'chip', 'mendetek', 'mobil', 'mewah', 'isi', 'bbm', 'ilegal', 'cba', 'bukti'];gausah tau masoh hidup sdah mati hri bbm perintah kalah dri migor bbm coba model chip mendetek mobil mewah isi bbm ilegal cba bukti;-1;0
@Bisniscom Erick mengaku sudah menelepon direksi Pertamina untuk bersiaga penuh selama tiga hari ke depan dalam memastikan pasokan hingga distribusi BBM dapat berjalan dengan baik di seluruh SPBU. (Jangan sampai udah naik, solar langka pula);['erick', 'mengaku', 'menelepon', 'direksi', 'bersiaga', 'penuh', 'pasokan', 'distribusi', 'bbm', 'berjalan', 'spbu', 'solar', 'langka'];['erick', 'telepon', 'direksi', 'siaga', 'penuh', 'pasok', 'distribusi', 'bbm', 'jalan', 'spbu', 'solar', 'langka'];erick telepon direksi siaga penuh pasok distribusi bbm jalan spbu solar langka;-5;0
